Model,DPO2012
Firmware Version,1.39

Point Format,Y,,,
Horizontal Units,S,,,
Horizontal Scale,4,,,
Sample Interval,0.00768049,,,
Filter Frequency,14,,,
Record Length,5200,,,
Gating,0.0% to 100.0%,,0.0% to 100.0%,
Probe Attenuation,1,,1,
Vertical Units,V,,V,
Vertical Offset,0,,0,
Vertical Scale,0.2,,5,
Label,,,,
TIME,CH1,CH1 Peak Detect,CH2,CH2 Peak Detect
9.7235e+00,-0.896,-0.904,-22.6,-22.8
9.7312e+00,-0.896,-0.88,-22.6,-22.4
9.7389e+00,-0.896,-0.904,-22.6,-23
9.7465e+00,-0.896,-0.888,-22.6,-22.4
9.7542e+00,-0.896,-0.904,-22.6,-23
9.7619e+00,-0.896,-0.888,-22.6,-22.6
9.7696e+00,-0.896,-0.904,-22.6,-23
9.7773e+00,-0.896,-0.888,-22.8,-22.6
9.7849e+00,-0.896,-0.904,-22.8,-23
9.7926e+00,-0.896,-0.888,-22.8,-22.6
9.8003e+00,-0.896,-0.904,-22.8,-23
9.8080e+00,-0.896,-0.888,-22.8,-22.4
9.8157e+00,-0.896,-0.904,-22.8,-23
9.8233e+00,-0.896,-0.888,-22.8,-22.6
9.8310e+00,-0.896,-0.904,-22.8,-23
9.8387e+00,-0.896,-0.888,-22.8,-22.6
9.8464e+00,-0.896,-0.904,-22.8,-23
9.8541e+00,-0.896,-0.888,-22.8,-22.6
9.8618e+00,-0.896,-0.912,-22.8,-23
9.8694e+00,-0.896,-0.888,-22.8,-22.6
9.8771e+00,-0.896,-0.912,-22.8,-23
9.8848e+00,-0.896,-0.888,-22.8,-22.6
9.8925e+00,-0.896,-0.912,-22.8,-23
9.9002e+00,-0.904,-0.888,-22.8,-22.6
9.9078e+00,-0.904,-0.912,-22.8,-23
9.9155e+00,-0.904,-0.888,-22.8,-22.6
9.9232e+00,-0.904,-0.912,-22.8,-23
9.9309e+00,-0.904,-0.896,-22.8,-22.6
9.9386e+00,-0.904,-0.912,-22.8,-23
9.9462e+00,-0.904,-0.896,-22.8,-22.6
9.9539e+00,-0.904,-0.912,-22.8,-23
9.9616e+00,-0.904,-0.896,-22.8,-22.6
9.9693e+00,-0.904,-0.912,-22.8,-23
9.9770e+00,-0.904,-0.896,-22.8,-22.6
9.9846e+00,-0.904,-0.92,-22.8,-23
9.9923e+00,-0.904,-0.896,-22.8,-22.6
1.0000e+01,-0.904,-0.92,-22.8,-23
1.0008e+01,-0.904,-0.896,-22.8,-22.6
1.0015e+01,-0.912,-0.92,-22.8,-23
1.0023e+01,-0.912,-0.896,-22.8,-22.6
1.0031e+01,-0.912,-0.92,-22.8,-23
1.0038e+01,-0.912,-0.896,-22.8,-22.6
1.0046e+01,-0.912,-0.92,-22.8,-23
1.0054e+01,-0.912,-0.904,-22.8,-22.6
1.0061e+01,-0.912,-0.92,-22.8,-23
1.0069e+01,-0.912,-0.904,-22.8,-22.6
1.0077e+01,-0.912,-0.928,-22.8,-23
1.0084e+01,-0.912,-0.904,-22.8,-22.6
1.0092e+01,-0.92,-0.928,-22.8,-23
1.0100e+01,-0.92,-0.904,-22.8,-22.6
1.0108e+01,-0.92,-0.928,-22.8,-23
1.0115e+01,-0.92,-0.912,-22.8,-22.6
1.0123e+01,-0.92,-0.928,-22.8,-23
1.0131e+01,-0.92,-0.912,-22.8,-22.6
1.0138e+01,-0.92,-0.936,-23,-23.2
1.0146e+01,-0.92,-0.912,-23,-22.6
1.0154e+01,-0.928,-0.936,-23,-23.2
1.0161e+01,-0.928,-0.912,-23,-22.6
1.0169e+01,-0.928,-0.936,-23,-23.2
1.0177e+01,-0.928,-0.912,-23,-22.6
1.0184e+01,-0.928,-0.944,-23,-23.2
1.0192e+01,-0.928,-0.92,-23,-22.6
1.0200e+01,-0.936,-0.944,-23,-23.2
1.0207e+01,-0.936,-0.92,-23,-22.8
1.0215e+01,-0.936,-0.944,-23,-23.2
1.0223e+01,-0.936,-0.928,-23,-22.8
1.0230e+01,-0.936,-0.944,-23,-23.2
1.0238e+01,-0.936,-0.928,-23,-22.8
1.0246e+01,-0.936,-0.952,-23,-23.2
1.0253e+01,-0.936,-0.928,-23,-22.8
1.0261e+01,-0.944,-0.952,-23,-23.2
1.0269e+01,-0.944,-0.936,-23,-22.8
1.0276e+01,-0.944,-0.952,-23,-23.2
1.0284e+01,-0.944,-0.936,-23,-22.8
1.0292e+01,-0.944,-0.952,-23,-23.2
1.0300e+01,-0.944,-0.936,-23,-22.8
1.0307e+01,-0.952,-0.96,-23,-23.2
1.0315e+01,-0.952,-0.936,-23,-22.8
1.0323e+01,-0.952,-0.96,-23,-23.2
1.0330e+01,-0.952,-0.944,-23,-22.8
1.0338e+01,-0.952,-0.968,-23,-23.2
1.0346e+01,-0.96,-0.944,-23,-22.8
1.0353e+01,-0.96,-0.968,-23,-23.2
1.0361e+01,-0.96,-0.952,-23,-22.8
1.0369e+01,-0.96,-0.968,-23,-23.2
1.0376e+01,-0.96,-0.944,-23,-22.8
1.0384e+01,-0.968,-0.976,-23,-23.2
1.0392e+01,-0.968,-0.952,-23,-22.8
1.0399e+01,-0.968,-0.976,-23,-23.2
1.0407e+01,-0.968,-0.96,-23,-22.8
1.0415e+01,-0.968,-0.984,-23,-23.2
1.0422e+01,-0.968,-0.96,-23,-22.8
1.0430e+01,-0.976,-0.984,-23,-23.2
1.0438e+01,-0.976,-0.968,-23,-22.8
1.0445e+01,-0.976,-0.984,-23,-23.2
1.0453e+01,-0.976,-0.968,-23,-22.8
1.0461e+01,-0.984,-0.992,-23,-23.2
1.0469e+01,-0.984,-0.968,-23,-22.8
1.0476e+01,-0.984,-0.992,-23,-23.4
1.0484e+01,-0.984,-0.976,-23,-22.8
1.0492e+01,-0.992,-1,-23,-23.4
1.0499e+01,-0.992,-0.976,-23,-22.8
1.0507e+01,-0.992,-1,-23,-23.2
1.0515e+01,-0.992,-0.984,-23,-22.8
1.0522e+01,-0.992,-1.008,-23.2,-23.4
1.0530e+01,-1,-0.984,-23.2,-22.8
1.0538e+01,-1,-1.008,-23.2,-23.4
1.0545e+01,-1,-0.992,-23.2,-22.8
1.0553e+01,-1,-1.016,-23.2,-23.4
1.0561e+01,-1.008,-0.992,-23.2,-22.8
1.0568e+01,-1.008,-1.016,-23.2,-23.4
1.0576e+01,-1.008,-1,-23.2,-23
1.0584e+01,-1.008,-1.024,-23.2,-23.4
1.0591e+01,-1.016,-1,-23.2,-23
1.0599e+01,-1.016,-1.024,-23.2,-23.4
1.0607e+01,-1.016,-1.008,-23.2,-23
1.0614e+01,-1.024,-1.032,-23.2,-23.4
1.0622e+01,-1.024,-1.008,-23.2,-23
1.0630e+01,-1.024,-1.032,-23.2,-23.4
1.0637e+01,-1.024,-1.016,-23.2,-23
1.0645e+01,-1.032,-1.04,-23.2,-23.4
1.0653e+01,-1.032,-1.016,-23.2,-23
1.0661e+01,-1.032,-1.04,-23.2,-23.4
1.0668e+01,-1.032,-1.024,-23.2,-23
1.0676e+01,-1.04,-1.048,-23.2,-23.4
1.0684e+01,-1.04,-1.024,-23.2,-23
1.0691e+01,-1.04,-1.048,-23.2,-23.4
1.0699e+01,-1.04,-1.032,-23.2,-23
1.0707e+01,-1.048,-1.056,-23.2,-23.4
1.0714e+01,-1.048,-1.04,-23.2,-23
1.0722e+01,-1.048,-1.056,-23.2,-23.4
1.0730e+01,-1.056,-1.04,-23.2,-23
1.0737e+01,-1.056,-1.064,-23.2,-23.4
1.0745e+01,-1.056,-1.048,-23.2,-23
1.0753e+01,-1.056,-1.064,-23.2,-23.4
1.0760e+01,-1.064,-1.048,-23.2,-23
1.0768e+01,-1.064,-1.072,-23.2,-23.4
1.0776e+01,-1.064,-1.056,-23.2,-23
1.0783e+01,-1.072,-1.08,-23.2,-23.4
1.0791e+01,-1.072,-1.056,-23.2,-23
1.0799e+01,-1.072,-1.08,-23.2,-23.4
1.0806e+01,-1.072,-1.064,-23.2,-23
1.0814e+01,-1.08,-1.096,-23.2,-23.4
1.0822e+01,-1.08,-1.072,-23.2,-23
1.0829e+01,-1.088,-1.096,-23.2,-23.4
1.0837e+01,-1.088,-1.072,-23.2,-23
1.0845e+01,-1.088,-1.096,-23.2,-23.4
1.0853e+01,-1.088,-1.08,-23.2,-23
1.0860e+01,-1.096,-1.104,-23.2,-23.4
1.0868e+01,-1.096,-1.088,-23.2,-23
1.0876e+01,-1.096,-1.104,-23.2,-23.6
1.0883e+01,-1.104,-1.088,-23.2,-23
1.0891e+01,-1.104,-1.112,-23.2,-23.6
1.0899e+01,-1.104,-1.096,-23.2,-23
1.0906e+01,-1.104,-1.112,-23.4,-23.6
1.0914e+01,-1.112,-1.096,-23.4,-23
1.0922e+01,-1.112,-1.12,-23.4,-23.6
1.0929e+01,-1.12,-1.104,-23.4,-23
1.0937e+01,-1.12,-1.128,-23.4,-23.6
1.0945e+01,-1.12,-1.112,-23.4,-23.2
1.0952e+01,-1.12,-1.128,-23.4,-23.6
1.0960e+01,-1.128,-1.112,-23.4,-23
1.0968e+01,-1.128,-1.136,-23.4,-23.6
1.0975e+01,-1.128,-1.112,-23.4,-23.2
1.0983e+01,-1.136,-1.144,-23.4,-23.6
1.0991e+01,-1.136,-1.128,-23.4,-23.2
1.0998e+01,-1.136,-1.144,-23.4,-23.6
1.1006e+01,-1.136,-1.128,-23.4,-23.2
1.1014e+01,-1.144,-1.152,-23.4,-23.6
1.1022e+01,-1.144,-1.136,-23.4,-23.2
1.1029e+01,-1.144,-1.152,-23.4,-23.6
1.1037e+01,-1.144,-1.136,-23.4,-23.2
1.1045e+01,-1.152,-1.16,-23.4,-23.6
1.1052e+01,-1.152,-1.144,-23.4,-23.2
1.1060e+01,-1.16,-1.168,-23.4,-23.6
1.1068e+01,-1.16,-1.144,-23.4,-23.2
1.1075e+01,-1.16,-1.168,-23.4,-23.6
1.1083e+01,-1.16,-1.152,-23.4,-23.2
1.1091e+01,-1.168,-1.176,-23.4,-23.6
1.1098e+01,-1.168,-1.16,-23.4,-23.2
1.1106e+01,-1.168,-1.176,-23.4,-23.6
1.1114e+01,-1.168,-1.16,-23.4,-23.2
1.1121e+01,-1.176,-1.184,-23.4,-23.6
1.1129e+01,-1.176,-1.16,-23.4,-23.2
1.1137e+01,-1.176,-1.192,-23.4,-23.6
1.1144e+01,-1.184,-1.168,-23.4,-23.2
1.1152e+01,-1.184,-1.192,-23.4,-23.6
1.1160e+01,-1.184,-1.176,-23.4,-23.2
1.1167e+01,-1.184,-1.192,-23.4,-23.6
1.1175e+01,-1.192,-1.176,-23.4,-23.2
1.1183e+01,-1.192,-1.2,-23.4,-23.6
1.1190e+01,-1.192,-1.184,-23.4,-23.2
1.1198e+01,-1.192,-1.2,-23.4,-23.6
1.1206e+01,-1.2,-1.184,-23.4,-23.2
1.1214e+01,-1.2,-1.208,-23.4,-23.6
1.1221e+01,-1.2,-1.192,-23.4,-23.2
1.1229e+01,-1.2,-1.216,-23.4,-23.8
1.1237e+01,-1.2,-1.192,-23.4,-23.2
1.1244e+01,-1.208,-1.216,-23.4,-23.6
1.1252e+01,-1.208,-1.2,-23.4,-23.2
1.1260e+01,-1.208,-1.216,-23.4,-23.8
1.1267e+01,-1.208,-1.2,-23.4,-23.2
1.1275e+01,-1.216,-1.224,-23.4,-23.6
1.1283e+01,-1.216,-1.208,-23.4,-23.2
1.1290e+01,-1.216,-1.232,-23.6,-23.8
1.1298e+01,-1.216,-1.2,-23.6,-23.2
1.1306e+01,-1.216,-1.232,-23.6,-23.8
1.1313e+01,-1.224,-1.208,-23.6,-23.2
1.1321e+01,-1.224,-1.232,-23.6,-23.8
1.1329e+01,-1.224,-1.216,-23.6,-23.4
1.1336e+01,-1.224,-1.24,-23.6,-23.8
1.1344e+01,-1.232,-1.216,-23.6,-23.4
1.1352e+01,-1.232,-1.24,-23.6,-23.8
1.1359e+01,-1.232,-1.216,-23.6,-23.4
1.1367e+01,-1.232,-1.24,-23.6,-23.8
1.1375e+01,-1.232,-1.224,-23.6,-23.4
1.1382e+01,-1.232,-1.248,-23.6,-23.8
1.1390e+01,-1.232,-1.224,-23.6,-23.4
1.1398e+01,-1.24,-1.248,-23.6,-23.8
1.1406e+01,-1.24,-1.224,-23.6,-23.4
1.1413e+01,-1.24,-1.248,-23.6,-23.8
1.1421e+01,-1.24,-1.232,-23.6,-23.4
1.1429e+01,-1.24,-1.256,-23.6,-23.8
1.1436e+01,-1.24,-1.232,-23.6,-23.4
1.1444e+01,-1.248,-1.256,-23.6,-23.8
1.1452e+01,-1.248,-1.232,-23.6,-23.4
1.1459e+01,-1.248,-1.256,-23.6,-23.8
1.1467e+01,-1.248,-1.24,-23.6,-23.4
1.1475e+01,-1.248,-1.256,-23.6,-23.8
1.1482e+01,-1.248,-1.24,-23.6,-23.4
1.1490e+01,-1.248,-1.264,-23.6,-23.8
1.1498e+01,-1.248,-1.24,-23.6,-23.4
1.1505e+01,-1.256,-1.264,-23.6,-23.8
1.1513e+01,-1.256,-1.24,-23.6,-23.4
1.1521e+01,-1.256,-1.264,-23.6,-23.8
1.1528e+01,-1.256,-1.248,-23.6,-23.4
1.1536e+01,-1.256,-1.264,-23.6,-23.8
1.1544e+01,-1.256,-1.248,-23.6,-23.4
1.1551e+01,-1.256,-1.264,-23.6,-23.8
1.1559e+01,-1.256,-1.248,-23.6,-23.4
1.1567e+01,-1.256,-1.272,-23.6,-23.8
1.1575e+01,-1.256,-1.248,-23.6,-23.4
1.1582e+01,-1.256,-1.272,-23.6,-23.8
1.1590e+01,-1.256,-1.248,-23.6,-23.4
1.1598e+01,-1.264,-1.272,-23.6,-23.8
1.1605e+01,-1.264,-1.248,-23.6,-23.4
1.1613e+01,-1.264,-1.272,-23.6,-24
1.1621e+01,-1.264,-1.248,-23.6,-23.4
1.1628e+01,-1.264,-1.272,-23.6,-24
1.1636e+01,-1.264,-1.248,-23.6,-23.4
1.1644e+01,-1.264,-1.272,-23.6,-24
1.1651e+01,-1.264,-1.248,-23.6,-23.4
1.1659e+01,-1.264,-1.272,-23.6,-24
1.1667e+01,-1.264,-1.248,-23.6,-23.4
1.1674e+01,-1.264,-1.272,-23.6,-24
1.1682e+01,-1.264,-1.248,-23.8,-23.4
1.1690e+01,-1.264,-1.272,-23.8,-24
1.1697e+01,-1.264,-1.248,-23.8,-23.4
1.1705e+01,-1.264,-1.272,-23.8,-24
1.1713e+01,-1.264,-1.248,-23.8,-23.4
1.1720e+01,-1.264,-1.272,-23.8,-24
1.1728e+01,-1.264,-1.248,-23.8,-23.4
1.1736e+01,-1.264,-1.272,-23.8,-24
1.1743e+01,-1.264,-1.248,-23.8,-23.6
1.1751e+01,-1.264,-1.272,-23.8,-24
1.1759e+01,-1.256,-1.248,-23.8,-23.6
1.1767e+01,-1.256,-1.272,-23.8,-24
1.1774e+01,-1.256,-1.248,-23.8,-23.6
1.1782e+01,-1.256,-1.272,-23.8,-24
1.1790e+01,-1.256,-1.248,-23.8,-23.6
1.1797e+01,-1.256,-1.264,-23.8,-24
1.1805e+01,-1.256,-1.24,-23.8,-23.6
1.1813e+01,-1.256,-1.272,-23.8,-24
1.1820e+01,-1.256,-1.248,-23.8,-23.6
1.1828e+01,-1.256,-1.264,-23.8,-24
1.1836e+01,-1.256,-1.24,-23.8,-23.6
1.1843e+01,-1.256,-1.264,-23.8,-24
1.1851e+01,-1.256,-1.24,-23.8,-23.6
1.1859e+01,-1.256,-1.264,-23.8,-24
1.1866e+01,-1.248,-1.24,-23.8,-23.6
1.1874e+01,-1.248,-1.264,-23.8,-24
1.1882e+01,-1.248,-1.24,-23.8,-23.6
1.1889e+01,-1.248,-1.264,-23.8,-24
1.1897e+01,-1.248,-1.24,-23.8,-23.6
1.1905e+01,-1.248,-1.256,-23.8,-24
1.1912e+01,-1.248,-1.232,-23.8,-23.6
1.1920e+01,-1.248,-1.256,-23.8,-24
1.1928e+01,-1.248,-1.232,-23.8,-23.6
1.1935e+01,-1.24,-1.264,-23.8,-24
1.1943e+01,-1.24,-1.232,-23.8,-23.6
1.1951e+01,-1.24,-1.256,-23.8,-24
1.1959e+01,-1.24,-1.232,-23.8,-23.6
1.1966e+01,-1.24,-1.248,-23.8,-24
1.1974e+01,-1.24,-1.224,-23.8,-23.6
1.1982e+01,-1.24,-1.248,-23.8,-24.2
1.1989e+01,-1.24,-1.224,-23.8,-23.6
1.1997e+01,-1.24,-1.248,-23.8,-24.2
1.2005e+01,-1.232,-1.224,-23.8,-23.6
1.2012e+01,-1.232,-1.248,-23.8,-24.2
1.2020e+01,-1.232,-1.224,-23.8,-23.6
1.2028e+01,-1.232,-1.248,-23.8,-24.2
1.2035e+01,-1.232,-1.216,-23.8,-23.6
1.2043e+01,-1.232,-1.24,-23.8,-24.2
1.2051e+01,-1.224,-1.216,-24,-23.6
1.2058e+01,-1.224,-1.24,-24,-24.2
1.2066e+01,-1.224,-1.216,-24,-23.6
1.2074e+01,-1.224,-1.24,-24,-24.2
1.2081e+01,-1.224,-1.216,-24,-23.6
1.2089e+01,-1.224,-1.232,-24,-24.2
1.2097e+01,-1.224,-1.208,-24,-23.8
1.2104e+01,-1.224,-1.24,-24,-24.2
1.2112e+01,-1.216,-1.208,-24,-23.6
1.2120e+01,-1.216,-1.232,-24,-24.2
1.2127e+01,-1.216,-1.208,-24,-23.8
1.2135e+01,-1.216,-1.232,-24,-24.2
1.2143e+01,-1.216,-1.2,-24,-23.8
1.2151e+01,-1.216,-1.224,-24,-24.2
1.2158e+01,-1.216,-1.2,-24,-23.8
1.2166e+01,-1.208,-1.224,-24,-24.2
1.2174e+01,-1.208,-1.2,-24,-23.8
1.2181e+01,-1.208,-1.224,-24,-24.2
1.2189e+01,-1.208,-1.2,-24,-23.8
1.2197e+01,-1.208,-1.216,-24,-24.2
1.2204e+01,-1.208,-1.2,-24,-23.8
1.2212e+01,-1.208,-1.216,-24,-24.2
1.2220e+01,-1.2,-1.192,-24,-23.8
1.2227e+01,-1.2,-1.216,-24,-24.2
1.2235e+01,-1.2,-1.192,-24,-23.8
1.2243e+01,-1.2,-1.216,-24,-24.2
1.2250e+01,-1.2,-1.184,-24,-23.8
1.2258e+01,-1.2,-1.208,-24,-24.2
1.2266e+01,-1.192,-1.184,-24,-23.8
1.2273e+01,-1.192,-1.208,-24,-24.2
1.2281e+01,-1.192,-1.184,-24,-23.8
1.2289e+01,-1.192,-1.2,-24,-24.2
1.2296e+01,-1.192,-1.176,-24,-23.8
1.2304e+01,-1.192,-1.2,-24,-24.2
1.2312e+01,-1.192,-1.176,-24,-23.8
1.2320e+01,-1.184,-1.2,-24,-24.2
1.2327e+01,-1.184,-1.176,-24,-23.8
1.2335e+01,-1.184,-1.2,-24,-24.2
1.2343e+01,-1.184,-1.176,-24,-23.8
1.2350e+01,-1.184,-1.192,-24,-24.2
1.2358e+01,-1.184,-1.176,-24,-23.8
1.2366e+01,-1.176,-1.192,-24,-24.2
1.2373e+01,-1.176,-1.168,-24,-23.8
1.2381e+01,-1.176,-1.192,-24,-24.2
1.2389e+01,-1.176,-1.168,-24,-23.8
1.2396e+01,-1.176,-1.184,-24,-24.2
1.2404e+01,-1.176,-1.16,-24,-23.8
1.2412e+01,-1.176,-1.184,-24.2,-24.4
1.2419e+01,-1.168,-1.16,-24.2,-23.8
1.2427e+01,-1.168,-1.184,-24.2,-24.4
1.2435e+01,-1.168,-1.16,-24.2,-24
1.2442e+01,-1.168,-1.176,-24.2,-24.4
1.2450e+01,-1.168,-1.152,-24.2,-24
1.2458e+01,-1.168,-1.176,-24.2,-24.4
1.2465e+01,-1.168,-1.152,-24.2,-24
1.2473e+01,-1.16,-1.176,-24.2,-24.4
1.2481e+01,-1.16,-1.152,-24.2,-23.8
1.2488e+01,-1.16,-1.176,-24.2,-24.4
1.2496e+01,-1.16,-1.152,-24.2,-24
1.2504e+01,-1.16,-1.168,-24.2,-24.4
1.2512e+01,-1.16,-1.152,-24.2,-24
1.2519e+01,-1.16,-1.168,-24.2,-24.4
1.2527e+01,-1.16,-1.144,-24.2,-24
1.2535e+01,-1.152,-1.168,-24.2,-24.4
1.2542e+01,-1.152,-1.144,-24.2,-24
1.2550e+01,-1.152,-1.168,-24.2,-24.4
1.2558e+01,-1.152,-1.144,-24.2,-24
1.2565e+01,-1.152,-1.168,-24.2,-24.4
1.2573e+01,-1.152,-1.136,-24.2,-24
1.2581e+01,-1.152,-1.16,-24.2,-24.4
1.2588e+01,-1.152,-1.136,-24.2,-24
1.2596e+01,-1.152,-1.16,-24.2,-24.4
1.2604e+01,-1.144,-1.136,-24.2,-24
1.2611e+01,-1.144,-1.16,-24.2,-24.4
1.2619e+01,-1.144,-1.136,-24.2,-24
1.2627e+01,-1.144,-1.152,-24.2,-24.4
1.2634e+01,-1.144,-1.136,-24.2,-24
1.2642e+01,-1.144,-1.152,-24.2,-24.4
1.2650e+01,-1.144,-1.136,-24.2,-24
1.2657e+01,-1.144,-1.152,-24.2,-24.4
1.2665e+01,-1.144,-1.128,-24.2,-24
1.2673e+01,-1.144,-1.152,-24.2,-24.4
1.2680e+01,-1.144,-1.128,-24.2,-24
1.2688e+01,-1.136,-1.152,-24.2,-24.4
1.2696e+01,-1.136,-1.128,-24.2,-24
1.2704e+01,-1.136,-1.152,-24.2,-24.4
1.2711e+01,-1.136,-1.128,-24.2,-24
1.2719e+01,-1.136,-1.152,-24.2,-24.4
1.2727e+01,-1.136,-1.128,-24.2,-24
1.2734e+01,-1.136,-1.152,-24.2,-24.6
1.2742e+01,-1.136,-1.128,-24.2,-24
1.2750e+01,-1.136,-1.144,-24.2,-24.6
1.2757e+01,-1.136,-1.128,-24.2,-24
1.2765e+01,-1.136,-1.144,-24.2,-24.6
1.2773e+01,-1.136,-1.12,-24.2,-24
1.2780e+01,-1.136,-1.144,-24.2,-24.6
1.2788e+01,-1.136,-1.128,-24.2,-24
1.2796e+01,-1.136,-1.144,-24.2,-24.6
1.2803e+01,-1.136,-1.12,-24.2,-24
1.2811e+01,-1.136,-1.144,-24.4,-24.6
1.2819e+01,-1.136,-1.12,-24.4,-24.2
1.2826e+01,-1.136,-1.144,-24.4,-24.6
1.2834e+01,-1.136,-1.12,-24.4,-24.2
1.2842e+01,-1.128,-1.144,-24.4,-24.6
1.2849e+01,-1.128,-1.12,-24.4,-24.2
1.2857e+01,-1.128,-1.144,-24.4,-24.6
1.2865e+01,-1.128,-1.12,-24.4,-24.2
1.2873e+01,-1.128,-1.144,-24.4,-24.6
1.2880e+01,-1.128,-1.12,-24.4,-24.2
1.2888e+01,-1.128,-1.144,-24.4,-24.6
1.2896e+01,-1.128,-1.12,-24.4,-24.2
1.2903e+01,-1.128,-1.144,-24.4,-24.6
1.2911e+01,-1.128,-1.12,-24.4,-24.2
1.2919e+01,-1.128,-1.144,-24.4,-24.6
1.2926e+01,-1.128,-1.12,-24.4,-24.2
1.2934e+01,-1.128,-1.144,-24.4,-24.6
1.2942e+01,-1.128,-1.12,-24.4,-24.2
1.2949e+01,-1.128,-1.144,-24.4,-24.6
1.2957e+01,-1.128,-1.12,-24.4,-24.2
1.2965e+01,-1.128,-1.144,-24.4,-24.6
1.2972e+01,-1.128,-1.12,-24.4,-24.2
1.2980e+01,-1.128,-1.144,-24.4,-24.6
1.2988e+01,-1.128,-1.12,-24.4,-24.2
1.2995e+01,-1.128,-1.144,-24.4,-24.6
1.3003e+01,-1.128,-1.12,-24.4,-24.2
1.3011e+01,-1.128,-1.144,-24.4,-24.6
1.3018e+01,-1.128,-1.12,-24.4,-24.2
1.3026e+01,-1.136,-1.144,-24.4,-24.6
1.3034e+01,-1.136,-1.12,-24.4,-24.2
1.3041e+01,-1.136,-1.144,-24.4,-24.6
1.3049e+01,-1.136,-1.12,-24.4,-24.2
1.3057e+01,-1.136,-1.144,-24.4,-24.6
1.3065e+01,-1.136,-1.128,-24.4,-24.2
1.3072e+01,-1.136,-1.144,-24.4,-24.6
1.3080e+01,-1.136,-1.12,-24.4,-24.2
1.3088e+01,-1.136,-1.144,-24.4,-24.6
1.3095e+01,-1.136,-1.12,-24.4,-24.2
1.3103e+01,-1.136,-1.144,-24.4,-24.6
1.3111e+01,-1.136,-1.128,-24.4,-24.2
1.3118e+01,-1.136,-1.144,-24.4,-24.8
1.3126e+01,-1.136,-1.128,-24.4,-24.2
1.3134e+01,-1.136,-1.152,-24.4,-24.6
1.3141e+01,-1.136,-1.128,-24.4,-24.2
1.3149e+01,-1.136,-1.152,-24.4,-24.8
1.3157e+01,-1.136,-1.128,-24.6,-24.2
1.3164e+01,-1.136,-1.152,-24.6,-24.8
1.3172e+01,-1.136,-1.128,-24.6,-24.2
1.3180e+01,-1.144,-1.152,-24.6,-24.8
1.3187e+01,-1.144,-1.128,-24.6,-24.2
1.3195e+01,-1.144,-1.152,-24.6,-24.8
1.3203e+01,-1.144,-1.128,-24.6,-24.2
1.3210e+01,-1.144,-1.16,-24.6,-24.8
1.3218e+01,-1.144,-1.136,-24.6,-24.2
1.3226e+01,-1.144,-1.152,-24.6,-24.8
1.3233e+01,-1.144,-1.136,-24.6,-24.2
1.3241e+01,-1.144,-1.152,-24.6,-24.8
1.3249e+01,-1.144,-1.136,-24.6,-24.4
1.3257e+01,-1.144,-1.16,-24.6,-24.8
1.3264e+01,-1.144,-1.136,-24.6,-24.4
1.3272e+01,-1.144,-1.16,-24.6,-24.8
1.3280e+01,-1.152,-1.136,-24.6,-24.4
1.3287e+01,-1.152,-1.16,-24.6,-24.8
1.3295e+01,-1.152,-1.136,-24.6,-24.4
1.3303e+01,-1.152,-1.16,-24.6,-24.8
1.3310e+01,-1.152,-1.144,-24.6,-24.4
1.3318e+01,-1.152,-1.16,-24.6,-24.8
1.3326e+01,-1.152,-1.144,-24.6,-24.4
1.3333e+01,-1.152,-1.16,-24.6,-24.8
1.3341e+01,-1.152,-1.144,-24.6,-24.4
1.3349e+01,-1.152,-1.168,-24.6,-24.8
1.3356e+01,-1.152,-1.144,-24.6,-24.4
1.3364e+01,-1.152,-1.168,-24.6,-24.8
1.3372e+01,-1.16,-1.144,-24.6,-24.4
1.3379e+01,-1.16,-1.168,-24.6,-24.8
1.3387e+01,-1.16,-1.144,-24.6,-24.4
1.3395e+01,-1.16,-1.168,-24.6,-24.8
1.3402e+01,-1.16,-1.144,-24.6,-24.4
1.3410e+01,-1.16,-1.168,-24.6,-24.8
1.3418e+01,-1.16,-1.152,-24.6,-24.4
1.3425e+01,-1.16,-1.168,-24.6,-24.8
1.3433e+01,-1.16,-1.152,-24.6,-24.4
1.3441e+01,-1.16,-1.176,-24.6,-24.8
1.3449e+01,-1.16,-1.152,-24.6,-24.4
1.3456e+01,-1.168,-1.176,-24.6,-24.8
1.3464e+01,-1.168,-1.152,-24.6,-24.4
1.3472e+01,-1.168,-1.176,-24.6,-24.8
1.3479e+01,-1.168,-1.16,-24.6,-24.4
1.3487e+01,-1.168,-1.176,-24.6,-24.8
1.3495e+01,-1.168,-1.16,-24.6,-24.4
1.3502e+01,-1.168,-1.176,-24.6,-24.8
1.3510e+01,-1.168,-1.16,-24.6,-24.4
1.3518e+01,-1.168,-1.184,-24.6,-25
1.3525e+01,-1.176,-1.16,-24.6,-24.4
1.3533e+01,-1.176,-1.184,-24.8,-25
1.3541e+01,-1.176,-1.16,-24.8,-24.4
1.3548e+01,-1.176,-1.184,-24.8,-25
1.3556e+01,-1.176,-1.16,-24.8,-24.4
1.3564e+01,-1.176,-1.184,-24.8,-25
1.3571e+01,-1.176,-1.168,-24.8,-24.6
1.3579e+01,-1.176,-1.192,-24.8,-25
1.3587e+01,-1.176,-1.168,-24.8,-24.6
1.3594e+01,-1.176,-1.184,-24.8,-25
1.3602e+01,-1.176,-1.168,-24.8,-24.4
1.3610e+01,-1.176,-1.192,-24.8,-25
